id_correlativo,codigo_vendedor,codigo_producto,razon
4171.0,V1,,venta no encontrada
4190.0,V1,,venta no encontrada
4224.0,V1,,venta no encontrada
4272.0,V1,,venta no encontrada
3467.0,V1,,venta no encontrada
4491.0,V1,,venta no encontrada
4500.0,V1,,venta no encontrada
4503.0,V1,,venta no encontrada
4539.0,V1,,venta no encontrada
4541.0,V1,,venta no encontrada
4542.0,V1,,venta no encontrada
4570.0,V1,,venta no encontrada
4471.0,V1,,venta no encontrada
4628.0,V1,,venta no encontrada
4604.0,V1,,venta no encontrada
4666.0,V1,,venta no encontrada
4693.0,V1,,venta no encontrada
4756.0,V1,,venta no encontrada
4841.0,V1,,venta no encontrada
5041.0,V1,,venta no encontrada
5048.0,V1,,venta no encontrada
5049.0,V1,,venta no encontrada
5051.0,V1,,venta no encontrada
5057.0,V1,,venta no encontrada
5063.0,V1,,venta no encontrada
5064.0,V1,,venta no encontrada
5067.0,V1,,venta no encontrada
5070.0,V1,,venta no encontrada
5074.0,V1,,venta no encontrada
5071.0,V1,,venta no encontrada
5077.0,V1,,venta no encontrada
5079.0,V1,,venta no encontrada
5097.0,V1,,venta no encontrada
5100.0,V1,,venta no encontrada
5107.0,V1,,venta no encontrada
5110.0,V1,,venta no encontrada
5112.0,V1,,venta no encontrada
5120.0,V1,,venta no encontrada
5129.0,V1,,venta no encontrada
5128.0,V1,,venta no encontrada
5126.0,V1,,venta no encontrada
5135.0,V1,,venta no encontrada
5152.0,V1,,venta no encontrada
5150.0,V1,,venta no encontrada
5145.0,V1,,venta no encontrada
5146.0,V1,,venta no encontrada
5163.0,V1,,venta no encontrada
5173.0,V1,,venta no encontrada
5175.0,V1,,venta no encontrada
5185.0,V1,,venta no encontrada
5189.0,V1,,venta no encontrada
5191.0,V1,,venta no encontrada
5194.0,V1,,venta no encontrada
5196.0,V1,,venta no encontrada
5262.0,V1,,venta no encontrada
5267.0,V1,,venta no encontrada
5273.0,V1,,venta no encontrada
5274.0,V1,,venta no encontrada
5286.0,V1,,venta no encontrada
5204.0,V1,,venta no encontrada
5213.0,V1,,venta no encontrada
5223.0,V1,,venta no encontrada
5224.0,V1,,venta no encontrada
5234.0,V1,,venta no encontrada
5236.0,V1,,venta no encontrada
5238.0,V1,,venta no encontrada
5246.0,V1,,venta no encontrada
5248.0,V1,,venta no encontrada
5303.0,V1,,venta no encontrada
5310.0,V1,,venta no encontrada
5312.0,V1,,venta no encontrada
5317.0,V1,,venta no encontrada
5320.0,V1,,venta no encontrada
5324.0,V1,,venta no encontrada
5338.0,V1,,venta no encontrada
5342.0,V1,,venta no encontrada
5344.0,V1,,venta no encontrada
4687.0,V1,,venta no encontrada
4917.0,V1,,venta no encontrada
5357.0,V1,,venta no encontrada
5361.0,V1,,venta no encontrada
5364.0,V1,,venta no encontrada
5391.0,V1,,venta no encontrada
5381.0,V1,,venta no encontrada
5387.0,V1,,venta no encontrada
5388.0,V1,,venta no encontrada
5503.0,V1,,venta no encontrada
5504.0,V1,,venta no encontrada
5401.0,V1,,venta no encontrada
5512.0,V1,,venta no encontrada
5522.0,V1,,venta no encontrada
5526.0,V1,,venta no encontrada
5502.0,V1,,producto no encontrado
5548.0,V1,,venta no encontrada
5559.0,V1,,venta no encontrada
5563.0,V1,,venta no encontrada
5602.0,V1,,venta no encontrada
5597.0,V1,,venta no encontrada
4690.0,V1,,venta no encontrada
5608.0,V1,,venta no encontrada
4694.0,V1,,venta no encontrada
5576.0,V1,,venta no encontrada
5149.0,V1,,venta no encontrada
5181.0,V1,,venta no encontrada
5813.0,V1,,venta no encontrada
5854.0,V1,,venta no encontrada
6004.0,V1,,venta no encontrada
6036.0,V1,,venta no encontrada
6413.0,V1,,venta no encontrada
6224.0,V1,,venta no encontrada
6467.0,V1,,venta no encontrada
6510.0,V1,,venta no encontrada
6513.0,V1,,venta no encontrada
6581.0,V1,,venta no encontrada
6602.0,V1,,venta no encontrada
6620.0,V1,,venta no encontrada
6722.0,V1,,venta no encontrada
6726.0,V1,,venta no encontrada
6761.0,V1,,venta no encontrada
6760.0,V1,,venta no encontrada
6881.0,V1,,venta no encontrada
6906.0,V1,,venta no encontrada
7098.0,V1,,venta no encontrada
7115.0,V1,,venta no encontrada
7116.0,V1,,venta no encontrada
7345.0,V1,,venta no encontrada
7328.0,V1,,venta no encontrada
7374.0,V1,,venta no encontrada
7402.0,V1,,venta no encontrada
7405.0,V1,,venta no encontrada
7439.0,V1,,venta no encontrada
6929.0,V1,,venta no encontrada
7017.0,V1,,venta no encontrada
7461.0,V1,,venta no encontrada
7803.0,V1,,venta no encontrada
7823.0,V1,,venta no encontrada
7824.0,V1,,venta no encontrada
7858.0,V1,,venta no encontrada
7896.0,V1,,venta no encontrada
7897.0,V1,,venta no encontrada
7899.0,V1,,venta no encontrada
8157.0,V1,,venta no encontrada
8387.0,V1,,venta no encontrada
8398.0,V1,,venta no encontrada
8506.0,V1,,venta no encontrada
8572.0,V1,,venta no encontrada
8560.0,V1,,venta no encontrada
8556.0,V1,,venta no encontrada
8410.0,V1,,venta no encontrada
8496.0,V1,,venta no encontrada
8607.0,V1,,venta no encontrada
8676.0,V1,,venta no encontrada
8723.0,V1,,venta no encontrada
8762.0,V1,,venta no encontrada
8801.0,V1,,venta no encontrada
8831.0,V1,,venta no encontrada
8969.0,V1,,venta no encontrada
8912.0,V1,,venta no encontrada
9114.0,V1,,venta no encontrada
9128.0,V1,,venta no encontrada
9193.0,V1,,venta no encontrada
8995.0,V1,,venta no encontrada
9033.0,V1,,venta no encontrada
9247.0,V1,,venta no encontrada
9279.0,V1,,venta no encontrada
9342.0,V1,,venta no encontrada
9432.0,V1,,venta no encontrada
9495.0,V1,,venta no encontrada
9528.0,V1,,venta no encontrada
9604.0,V1,,venta no encontrada
9624.0,V1,,venta no encontrada
9666.0,V1,,venta no encontrada
9626.0,V1,,venta no encontrada
9701.0,V1,,venta no encontrada
9546.0,V1,,venta no encontrada
9696.0,V1,,venta no encontrada
9720.0,V1,,venta no encontrada
9724.0,V1,,venta no encontrada
9756.0,V1,,venta no encontrada
9787.0,V1,,venta no encontrada
9822.0,V1,,venta no encontrada
9840.0,V1,,venta no encontrada
9850.0,V1,,venta no encontrada
9863.0,V1,,venta no encontrada
9911.0,V1,,venta no encontrada
9987.0,V1,,venta no encontrada
9996.0,V1,,venta no encontrada
9965.0,V1,,venta no encontrada
9961.0,V1,,venta no encontrada
9952.0,V1,,venta no encontrada
10008.0,V1,,venta no encontrada
10009.0,V1,,venta no encontrada
10029.0,V1,,venta no encontrada
10115.0,V1,,venta no encontrada
10116.0,V1,,venta no encontrada
10120.0,V1,,venta no encontrada
10199.0,V1,,venta no encontrada
10227.0,V1,,venta no encontrada
9108.0,V1,,venta no encontrada
9906.0,V1,,venta no encontrada
9916.0,V1,,venta no encontrada
10057.0,V1,,venta no encontrada
10139.0,V1,,venta no encontrada
10176.0,V1,,venta no encontrada
10380.0,V1,,venta no encontrada
10397.0,V1,,venta no encontrada
10431.0,V1,,venta no encontrada
8977.0,V1,,venta no encontrada
10484.0,V1,,venta no encontrada
10579.0,V1,,venta no encontrada
10580.0,V1,,venta no encontrada
10561.0,V1,,venta no encontrada
10599.0,V1,,venta no encontrada
10645.0,V1,,venta no encontrada
10727.0,V1,,venta no encontrada
10723.0,V1,,venta no encontrada
10812.0,V1,,venta no encontrada
10847.0,V1,,venta no encontrada
10884.0,V1,,venta no encontrada
10796.0,V1,,venta no encontrada
10932.0,V1,,venta no encontrada
11046.0,V1,,venta no encontrada
11069.0,V1,,venta no encontrada
11083.0,V1,,venta no encontrada
11088.0,V1,,venta no encontrada
11094.0,V1,,venta no encontrada
11095.0,V1,,venta no encontrada
11085.0,V1,,venta no encontrada
11208.0,V1,,venta no encontrada
11011.0,V1,,venta no encontrada
11262.0,V1,,venta no encontrada
11254.0,V1,,venta no encontrada
11304.0,V1,,venta no encontrada
11380.0,V1,,venta no encontrada
11385.0,V1,,venta no encontrada
11392.0,V1,,venta no encontrada
11396.0,V1,,venta no encontrada
11418.0,V1,,venta no encontrada
11439.0,V1,,venta no encontrada
11440.0,V1,,venta no encontrada
11443.0,V1,,venta no encontrada
11445.0,V1,,venta no encontrada
11448.0,V1,,venta no encontrada
11494.0,V1,,venta no encontrada
11519.0,V1,,venta no encontrada
11496.0,V1,,venta no encontrada
11555.0,V1,,venta no encontrada
11556.0,V1,,venta no encontrada
11558.0,V1,,venta no encontrada
11594.0,V1,,venta no encontrada
11617.0,V1,,venta no encontrada
11352.0,V1,,venta no encontrada
11479.0,V1,,venta no encontrada
11508.0,V1,,venta no encontrada
11530.0,V1,,venta no encontrada
11534.0,V1,,venta no encontrada
11622.0,V1,,venta no encontrada
11623.0,V1,,venta no encontrada
11631.0,V1,,venta no encontrada
11672.0,V1,,venta no encontrada
11581.0,V1,,venta no encontrada
11713.0,V1,,venta no encontrada
11675.0,V1,,venta no encontrada
11676.0,V1,,venta no encontrada
11679.0,V1,,venta no encontrada
11751.0,V1,,venta no encontrada
11640.0,V1,,venta no encontrada
11710.0,V1,,venta no encontrada
11619.0,V1,,venta no encontrada
11654.0,V1,,venta no encontrada
11655.0,V1,,venta no encontrada
11722.0,V1,,venta no encontrada
11761.0,V1,,venta no encontrada
11835.0,V1,,venta no encontrada
11793.0,V1,,venta no encontrada
11854.0,V1,,venta no encontrada
11897.0,V1,,venta no encontrada
11891.0,V1,,venta no encontrada
11886.0,V1,,venta no encontrada
11054.0,V1,,venta no encontrada
11924.0,V1,,venta no encontrada
11945.0,V1,,venta no encontrada
11952.0,V1,,venta no encontrada
12002.0,V1,,venta no encontrada
11943.0,V1,,venta no encontrada
11957.0,V1,,venta no encontrada
12452.0,V1,,venta no encontrada
12497.0,V1,,venta no encontrada
12358.0,V1,,venta no encontrada
12611.0,V1,,venta no encontrada
12848.0,V1,,venta no encontrada
12920.0,V1,,venta no encontrada
12942.0,V1,,venta no encontrada
13022.0,V1,,venta no encontrada
13020.0,V1,,venta no encontrada
13036.0,V1,,venta no encontrada
13054.0,V1,,venta no encontrada
13078.0,V1,,venta no encontrada
13085.0,V1,,venta no encontrada
13088.0,V1,,venta no encontrada
13101.0,V1,,venta no encontrada
13131.0,V1,,venta no encontrada
13145.0,V1,,venta no encontrada
13157.0,V1,,venta no encontrada
13167.0,V1,,venta no encontrada
13193.0,V1,,venta no encontrada
13221.0,V1,,venta no encontrada
13221.0,V1,,venta no encontrada
13223.0,V1,,venta no encontrada
13226.0,V1,,venta no encontrada
13290.0,V1,,venta no encontrada
13323.0,V1,,venta no encontrada
13377.0,V1,,venta no encontrada
13430.0,V1,,venta no encontrada
13506.0,V1,,venta no encontrada
13506.0,V1,,venta no encontrada
13506.0,V1,,venta no encontrada
13506.0,V1,,venta no encontrada
13527.0,V1,,venta no encontrada
13527.0,V1,,venta no encontrada
13527.0,V1,,venta no encontrada
13640.0,V1,,venta no encontrada
13906.0,V1,,venta no encontrada
13906.0,V1,,venta no encontrada
13906.0,V1,,venta no encontrada
13906.0,V1,,venta no encontrada
13917.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13953.0,V1,,venta no encontrada
13977.0,V1,,venta no encontrada
13977.0,V1,,venta no encontrada
14008.0,V1,,venta no encontrada
14254.0,V1,,venta no encontrada
14254.0,V1,,venta no encontrada
14276.0,V1,,venta no encontrada
14280.0,V1,,venta no encontrada
14284.0,V1,,venta no encontrada
14301.0,V1,,venta no encontrada
14314.0,V1,,venta no encontrada
14336.0,V1,,venta no encontrada
14366.0,V1,,venta no encontrada
14373.0,V1,,venta no encontrada
14391.0,V1,,venta no encontrada
14393.0,V1,,venta no encontrada
14436.0,V1,,venta no encontrada
14436.0,V1,,venta no encontrada
14439.0,V1,,venta no encontrada
14585.0,V1,,venta no encontrada
14610.0,V1,,venta no encontrada
14631.0,V1,,venta no encontrada
14632.0,V1,,venta no encontrada
14654.0,V1,,venta no encontrada
14682.0,V1,,venta no encontrada
14692.0,V1,,venta no encontrada
14695.0,V1,,venta no encontrada
14731.0,V1,,venta no encontrada
15042.0,V1,,venta no encontrada
15338.0,V1,,venta no encontrada
15401.0,V1,,venta no encontrada
15421.0,V1,,venta no encontrada
15464.0,V1,,venta no encontrada
15608.0,V1,,venta no encontrada
15780.0,V1,,venta no encontrada
15818.0,V1,,venta no encontrada
15906.0,V1,,venta no encontrada
15937.0,V1,,venta no encontrada
15944.0,V1,,venta no encontrada
15962.0,V1,,venta no encontrada
15994.0,V1,,venta no encontrada
16135.0,V1,,venta no encontrada
16214.0,V1,,venta no encontrada
16241.0,V1,,venta no encontrada
16285.0,V1,,venta no encontrada
1.0,V2,,producto no encontrado
634.0,V2,,venta no encontrada
860.0,V2,,venta no encontrada
957.0,V2,,venta no encontrada
966.0,V2,,venta no encontrada
973.0,V2,,venta no encontrada
981.0,V2,,venta no encontrada
983.0,V2,,venta no encontrada
995.0,V2,,venta no encontrada
1004.0,V2,,venta no encontrada
1005.0,V2,,venta no encontrada
1008.0,V2,,venta no encontrada
1010.0,V2,,venta no encontrada
1015.0,V2,,venta no encontrada
1062.0,V2,,venta no encontrada
1080.0,V2,,venta no encontrada
1086.0,V2,,venta no encontrada
1095.0,V2,,venta no encontrada
1106.0,V2,,venta no encontrada
1120.0,V2,,venta no encontrada
1121.0,V2,,venta no encontrada
1128.0,V2,,venta no encontrada
1147.0,V2,,venta no encontrada
1163.0,V2,,venta no encontrada
1179.0,V2,,venta no encontrada
1194.0,V2,,venta no encontrada
1201.0,V2,,venta no encontrada
1202.0,V2,,venta no encontrada
1251.0,V2,,venta no encontrada
1279.0,V2,,venta no encontrada
1305.0,V2,,venta no encontrada
1351.0,V2,,venta no encontrada
1345.0,V2,,venta no encontrada
1437.0,V2,,venta no encontrada
1445.0,V2,,venta no encontrada
1458.0,V2,,venta no encontrada
1467.0,V2,,venta no encontrada
1529.0,V2,,venta no encontrada
1542.0,V2,,venta no encontrada
1561.0,V2,,venta no encontrada
1618.0,V2,,venta no encontrada
1730.0,V2,,venta no encontrada
1782.0,V2,,venta no encontrada
1783.0,V2,,venta no encontrada
1791.0,V2,,venta no encontrada
1807.0,V2,,venta no encontrada
1812.0,V2,,venta no encontrada
1840.0,V2,,venta no encontrada
1860.0,V2,,venta no encontrada
1878.0,V2,,venta no encontrada
1879.0,V2,,venta no encontrada
1882.0,V2,,venta no encontrada
1885.0,V2,,venta no encontrada
1901.0,V2,,venta no encontrada
1938.0,V2,,venta no encontrada
1948.0,V2,,venta no encontrada
2004.0,V2,,venta no encontrada
2040.0,V2,,venta no encontrada
2054.0,V2,,venta no encontrada
2088.0,V2,,venta no encontrada
2108.0,V2,,venta no encontrada
2124.0,V2,,venta no encontrada
2141.0,V2,,venta no encontrada
2155.0,V2,,venta no encontrada
2160.0,V2,,venta no encontrada
2167.0,V2,,venta no encontrada
2169.0,V2,,venta no encontrada
2174.0,V2,,venta no encontrada
2183.0,V2,,venta no encontrada
2213.0,V2,,venta no encontrada
2236.0,V2,,venta no encontrada
2253.0,V2,,venta no encontrada
2276.0,V2,,venta no encontrada
2289.0,V2,,venta no encontrada
2321.0,V2,,venta no encontrada
2354.0,V2,,venta no encontrada
2385.0,V2,,venta no encontrada
2392.0,V2,,venta no encontrada
2432.0,V2,,venta no encontrada
2398.0,V2,,venta no encontrada
2462.0,V2,,venta no encontrada
2473.0,V2,,venta no encontrada
2485.0,V2,,venta no encontrada
2489.0,V2,,venta no encontrada
2522.0,V2,,venta no encontrada
2528.0,V2,,venta no encontrada
2516.0,V2,,venta no encontrada
2586.0,V2,,venta no encontrada
2593.0,V2,,venta no encontrada
2639.0,V2,,venta no encontrada
2716.0,V2,,venta no encontrada
2718.0,V2,,venta no encontrada
2741.0,V2,,venta no encontrada
2775.0,V2,,venta no encontrada
2799.0,V2,,venta no encontrada
2806.0,V2,,venta no encontrada
2874.0,V2,,venta no encontrada
2871.0,V2,,venta no encontrada
2881.0,V2,,venta no encontrada
2899.0,V2,,venta no encontrada
2964.0,V2,,venta no encontrada
2979.0,V2,,venta no encontrada
2997.0,V2,,venta no encontrada
3034.0,V2,,venta no encontrada
3006.0,V2,,venta no encontrada
3018.0,V2,,venta no encontrada
3049.0,V2,,venta no encontrada
3070.0,V2,,venta no encontrada
3072.0,V2,,venta no encontrada
3062.0,V2,,venta no encontrada
3074.0,V2,,venta no encontrada
3056.0,V2,,venta no encontrada
3103.0,V2,,venta no encontrada
3135.0,V2,,venta no encontrada
3138.0,V2,,venta no encontrada
3177.0,V2,,venta no encontrada
3204.0,V2,,venta no encontrada
3219.0,V2,,venta no encontrada
3246.0,V2,,venta no encontrada
3271.0,V2,,venta no encontrada
3284.0,V2,,venta no encontrada
3288.0,V2,,venta no encontrada
3287.0,V2,,venta no encontrada
3313.0,V2,,venta no encontrada
3311.0,V2,,venta no encontrada
3319.0,V2,,venta no encontrada
3353.0,V2,,venta no encontrada
3354.0,V2,,venta no encontrada
3361.0,V2,,venta no encontrada
3379.0,V2,,venta no encontrada
3381.0,V2,,venta no encontrada
3411.0,V2,,venta no encontrada
3414.0,V2,,venta no encontrada
3419.0,V2,,venta no encontrada
3426.0,V2,,venta no encontrada
3425.0,V2,,venta no encontrada
3424.0,V2,,venta no encontrada
3516.0,V2,,venta no encontrada
3504.0,V2,,venta no encontrada
3522.0,V2,,venta no encontrada
3577.0,V2,,venta no encontrada
3581.0,V2,,venta no encontrada
3570.0,V2,,venta no encontrada
3555.0,V2,,venta no encontrada
3606.0,V2,,venta no encontrada
3623.0,V2,,venta no encontrada
3654.0,V2,,venta no encontrada
3656.0,V2,,venta no encontrada
3668.0,V2,,venta no encontrada
3678.0,V2,,venta no encontrada
3691.0,V2,,venta no encontrada
3706.0,V2,,venta no encontrada
3716.0,V2,,venta no encontrada
3745.0,V2,,venta no encontrada
3764.0,V2,,venta no encontrada
3772.0,V2,,venta no encontrada
3774.0,V2,,venta no encontrada
3793.0,V2,,venta no encontrada
3803.0,V2,,venta no encontrada
3833.0,V2,,venta no encontrada
3825.0,V2,,venta no encontrada
3827.0,V2,,venta no encontrada
3828.0,V2,,venta no encontrada
3830.0,V2,,venta no encontrada
3831.0,V2,,venta no encontrada
3845.0,V2,,venta no encontrada
3529.0,V2,,venta no encontrada
3859.0,V2,,venta no encontrada
3896.0,V2,,venta no encontrada
3920.0,V2,,venta no encontrada
3949.0,V2,,venta no encontrada
3942.0,V2,,venta no encontrada
3954.0,V2,,venta no encontrada
3963.0,V2,,venta no encontrada
3980.0,V2,,venta no encontrada
4026.0,V2,,venta no encontrada
4007.0,V2,,venta no encontrada
4008.0,V2,,venta no encontrada
4022.0,V2,,venta no encontrada
4033.0,V2,,venta no encontrada
4048.0,V2,,venta no encontrada
4060.0,V2,,venta no encontrada
4065.0,V2,,venta no encontrada
4053.0,V2,,venta no encontrada
4095.0,V2,,venta no encontrada
4112.0,V2,,venta no encontrada
4122.0,V2,,venta no encontrada
4136.0,V2,,venta no encontrada
4180.0,V2,,venta no encontrada
4236.0,V2,,venta no encontrada
4270.0,V2,,venta no encontrada
4292.0,V2,,venta no encontrada
4290.0,V2,,venta no encontrada
4324.0,V2,,venta no encontrada
4331.0,V2,,venta no encontrada
4332.0,V2,,venta no encontrada
4337.0,V2,,venta no encontrada
4341.0,V2,,venta no encontrada
4350.0,V2,,venta no encontrada
4364.0,V2,,venta no encontrada
4402.0,V2,,venta no encontrada
4469.0,V2,,venta no encontrada
4487.0,V2,,venta no encontrada
4031.0,V2,,venta no encontrada
4538.0,V2,,venta no encontrada
4568.0,V2,,venta no encontrada
4600.0,V2,,venta no encontrada
4626.0,V2,,venta no encontrada
4644.0,V2,,venta no encontrada
4731.0,V2,,venta no encontrada
4740.0,V2,,venta no encontrada
4743.0,V2,,venta no encontrada
4751.0,V2,,venta no encontrada
4752.0,V2,,venta no encontrada
4753.0,V2,,venta no encontrada
4754.0,V2,,venta no encontrada
4755.0,V2,,venta no encontrada
4756.0,V2,,venta no encontrada
4757.0,V2,,venta no encontrada
4766.0,V2,,venta no encontrada
4786.0,V2,,venta no encontrada
4841.0,V2,,venta no encontrada
4843.0,V2,,venta no encontrada
4870.0,V2,,venta no encontrada
4913.0,V2,,venta no encontrada
4911.0,V2,,venta no encontrada
4915.0,V2,,venta no encontrada
4916.0,V2,,venta no encontrada
4909.0,V2,,venta no encontrada
4935.0,V2,,venta no encontrada
4936.0,V2,,venta no encontrada
4967.0,V2,,venta no encontrada
4988.0,V2,,venta no encontrada
5004.0,V2,,venta no encontrada
5019.0,V2,,venta no encontrada
5064.0,V2,,venta no encontrada
5080.0,V2,,venta no encontrada
5089.0,V2,,venta no encontrada
5092.0,V2,,venta no encontrada
5110.0,V2,,venta no encontrada
5121.0,V2,,venta no encontrada
5125.0,V2,,venta no encontrada
5142.0,V2,,venta no encontrada
5141.0,V2,,venta no encontrada
5188.0,V2,,venta no encontrada
5190.0,V2,,venta no encontrada
5200.0,V2,,venta no encontrada
5214.0,V2,,venta no encontrada
5179.0,V2,,venta no encontrada
5238.0,V2,,venta no encontrada
5253.0,V2,,venta no encontrada
5263.0,V2,,venta no encontrada
5278.0,V2,,venta no encontrada
5289.0,V2,,venta no encontrada
5281.0,V2,,venta no encontrada
5325.0,V2,,venta no encontrada
5353.0,V2,,venta no encontrada
5351.0,V2,,venta no encontrada
5370.0,V2,,venta no encontrada
5361.0,V2,,venta no encontrada
5385.0,V2,,venta no encontrada
5396.0,V2,,venta no encontrada
5404.0,V2,,venta no encontrada
5409.0,V2,,venta no encontrada
5546.0,V2,,venta no encontrada
5574.0,V2,,venta no encontrada
5591.0,V2,,venta no encontrada
5594.0,V2,,venta no encontrada
5628.0,V2,,venta no encontrada
5614.0,V2,,venta no encontrada
5613.0,V2,,venta no encontrada
5605.0,V2,,venta no encontrada
5638.0,V2,,venta no encontrada
5658.0,V2,,venta no encontrada
5416.0,V2,,venta no encontrada
5428.0,V2,,venta no encontrada
5436.0,V2,,venta no encontrada
5460.0,V2,,venta no encontrada
5465.0,V2,,venta no encontrada
5466.0,V2,,venta no encontrada
5470.0,V2,,venta no encontrada
5483.0,V2,,venta no encontrada
5497.0,V2,,venta no encontrada
5520.0,V2,,venta no encontrada
5563.0,V2,,venta no encontrada
5683.0,V2,,venta no encontrada
5686.0,V2,,venta no encontrada
5691.0,V2,,venta no encontrada
5676.0,V2,,venta no encontrada
5710.0,V2,,venta no encontrada
5761.0,V2,,venta no encontrada
4801.0,V2,,venta no encontrada
5313.0,V2,,venta no encontrada
5795.0,V2,,venta no encontrada
5816.0,V2,,venta no encontrada
5828.0,V2,,venta no encontrada
5832.0,V2,,venta no encontrada
5836.0,V2,,venta no encontrada
5862.0,V2,,venta no encontrada
5876.0,V2,,venta no encontrada
5887.0,V2,,venta no encontrada
5899.0,V2,,venta no encontrada
5917.0,V2,,venta no encontrada
5918.0,V2,,venta no encontrada
5959.0,V2,,venta no encontrada
5973.0,V2,,venta no encontrada
5975.0,V2,,venta no encontrada
6015.0,V2,,venta no encontrada
5060.0,V2,,venta no encontrada
6047.0,V2,,venta no encontrada
6123.0,V2,,venta no encontrada
6151.0,V2,,venta no encontrada
6147.0,V2,,venta no encontrada
6074.0,V2,,venta no encontrada
6158.0,V2,,venta no encontrada
6131.0,V2,,venta no encontrada
6169.0,V2,,venta no encontrada
6225.0,V2,,venta no encontrada
6225.0,V2,,venta no encontrada
6229.0,V2,,venta no encontrada
6213.0,V2,,venta no encontrada
6214.0,V2,,venta no encontrada
6230.0,V2,,venta no encontrada
6236.0,V2,,venta no encontrada
6278.0,V2,,venta no encontrada
6352.0,V2,,venta no encontrada
6356.0,V2,,venta no encontrada
6390.0,V2,,venta no encontrada
6403.0,V2,,venta no encontrada
6412.0,V2,,venta no encontrada
6414.0,V2,,venta no encontrada
6445.0,V2,,venta no encontrada
6499.0,V2,,venta no encontrada
6502.0,V2,,venta no encontrada
6532.0,V2,,venta no encontrada
6546.0,V2,,venta no encontrada
6444.0,V2,,venta no encontrada
6567.0,V2,,venta no encontrada
6538.0,V2,,venta no encontrada
6607.0,V2,,venta no encontrada
6612.0,V2,,venta no encontrada
6652.0,V2,,venta no encontrada
6639.0,V2,,venta no encontrada
6638.0,V2,,venta no encontrada
6634.0,V2,,venta no encontrada
6665.0,V2,,venta no encontrada
6690.0,V2,,venta no encontrada
6681.0,V2,,venta no encontrada
6667.0,V2,,venta no encontrada
6618.0,V2,,venta no encontrada
6693.0,V2,,venta no encontrada
6748.0,V2,,venta no encontrada
6745.0,V2,,venta no encontrada
6773.0,V2,,venta no encontrada
6763.0,V2,,venta no encontrada
6813.0,V2,,venta no encontrada
6838.0,V2,,venta no encontrada
6874.0,V2,,venta no encontrada
6941.0,V2,,venta no encontrada
6934.0,V2,,venta no encontrada
6966.0,V2,,venta no encontrada
6531.0,V2,,venta no encontrada
6796.0,V2,,venta no encontrada
6824.0,V2,,venta no encontrada
6841.0,V2,,venta no encontrada
6844.0,V2,,venta no encontrada
6850.0,V2,,venta no encontrada
6890.0,V2,,venta no encontrada
6908.0,V2,,venta no encontrada
6920.0,V2,,venta no encontrada
6997.0,V2,,venta no encontrada
7021.0,V2,,venta no encontrada
7033.0,V2,,venta no encontrada
7060.0,V2,,venta no encontrada
7110.0,V2,,venta no encontrada
7117.0,V2,,venta no encontrada
7018.0,V2,,venta no encontrada
7143.0,V2,,venta no encontrada
7149.0,V2,,venta no encontrada
7179.0,V2,,venta no encontrada
7177.0,V2,,venta no encontrada
7178.0,V2,,venta no encontrada
7165.0,V2,,venta no encontrada
7198.0,V2,,venta no encontrada
7207.0,V2,,venta no encontrada
7211.0,V2,,venta no encontrada
7210.0,V2,,venta no encontrada
7223.0,V2,,venta no encontrada
7232.0,V2,,venta no encontrada
7237.0,V2,,venta no encontrada
7247.0,V2,,venta no encontrada
7255.0,V2,,venta no encontrada
7266.0,V2,,venta no encontrada
7276.0,V2,,venta no encontrada
7359.0,V2,,venta no encontrada
7362.0,V2,,venta no encontrada
7412.0,V2,,venta no encontrada
7431.0,V2,,venta no encontrada
7469.0,V2,,venta no encontrada
7480.0,V2,,venta no encontrada
7488.0,V2,,venta no encontrada
7500.0,V2,,venta no encontrada
7543.0,V2,,venta no encontrada
7541.0,V2,,venta no encontrada
7556.0,V2,,venta no encontrada
7568.0,V2,,venta no encontrada
7604.0,V2,,venta no encontrada
7640.0,V2,,venta no encontrada
7583.0,V2,,venta no encontrada
7676.0,V2,,venta no encontrada
7685.0,V2,,venta no encontrada
7459.0,V2,,venta no encontrada
7731.0,V2,,venta no encontrada
7712.0,V2,,venta no encontrada
7780.0,V2,,venta no encontrada
7799.0,V2,,venta no encontrada
7809.0,V2,,venta no encontrada
7827.0,V2,,venta no encontrada
7837.0,V2,,venta no encontrada
7868.0,V2,,venta no encontrada
7862.0,V2,,venta no encontrada
7856.0,V2,,venta no encontrada
7882.0,V2,,venta no encontrada
7893.0,V2,,venta no encontrada
7890.0,V2,,venta no encontrada
7904.0,V2,,venta no encontrada
7925.0,V2,,venta no encontrada
7949.0,V2,,venta no encontrada
7917.0,V2,,venta no encontrada
7910.0,V2,,venta no encontrada
7913.0,V2,,venta no encontrada
7965.0,V2,,venta no encontrada
7982.0,V2,,venta no encontrada
7980.0,V2,,venta no encontrada
7988.0,V2,,venta no encontrada
7976.0,V2,,venta no encontrada
8010.0,V2,,venta no encontrada
